"tweet_type","id","created_at","username","user_display_name","text","lang","source","retweet_count","favorite_count","reply_count","quote_count","bookmark_count","view_count","has_media","media_type","media_urls","video_url","video_duration","thumbnail_url","conversation_id_str","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","quoted_status_id_str","quoted_user_id_str","retweeted_status_id_str"
"original","1978130461596745856","2025-10-14T16:07:08.000Z","lennysan","Lenny Rachitsky","Everyone should be using Claude Code more

PMs, marketers, designers, founders, parents. Everyone.

The trick is to forget that it’s called Claude Code and instead think of it as Claude Local or Claude Agent. It’s essentially a super-intelligent AI running locally, able to do stuff directly on your computer—from organizing your files and folders to brainstorming domain names, summarizing customer calls, to enhancing image quality, creating Linear tickets, and so much more.

Here are 50 creative ways non-technical people are using Claude Code in their work and life, to inspire your own thinking. This list includes my own favorite use cases, and many examples y’all shared with me 👇","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","194","2120","85","46","3749","369427","true","photo","https://pbs.twimg.com/media/G3O5eR8WMAAHGpL.jpg",,,"https://pbs.twimg.com/media/G3O5eR8WMAAHGpL.jpg","1978130461596745856",,,,,,
"original","2005285904420843892","2025-12-28T14:33:10.000Z","dejavucoder","sankalp","claude code is having it's cursor moment after karpathy sensei's post. never been a better time to try it. 

my latest blog on how to get the most out of claude code 2.0  and other agents in general is up now. grab a chai and have fun reading!

https://sankalp.bearblog.dev/my-experience-with-claude-code-20-and-how-to-get-better-at-using-coding-agents/","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","836","9613","166","85","19854","1723187","true","photo","https://pbs.twimg.com/media/G9Qz_X2aQAA-bqx.jpg",,,"https://pbs.twimg.com/media/G9Qz_X2aQAA-bqx.jpg","2005285904420843892",,,,,,
"original","2012578218084065746","2026-01-17T17:30:13.000Z","PerceptualPeak","Zac","Claude Code idea: Smart fork detection. 

Have every session transcript auto loaded into a vector database via RAG. Create a /detect-fork command. Invoking this command will first prompt Claude to ask you what you're wanting to do. You tell it, and then it will dispatch a sub-agent to the RAG database to find the chat session with the most relevant context to what you're trying to achieve. It will then output the fork session command for that session. Paste it in a new terminal, and seamlessly pick up where you left off.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","10","331","13","2","481","481743","false","none",,,,,"2012578218084065746",,,,,,
"quote","2012741829683224584","2026-01-18T04:20:21.000Z","PerceptualPeak","Zac","holy shit it fucking WORKS. 

SMART FORKING. My mind is genuinely blown. I HIGHLY RECCOMEND every Claude Code user implement this into their own workflows. 

Do you have a feature you want to implement in an existing project without re-explaining things? As we all know, the more relevant context a chat session has, the more effectively it will be able to implement your request. Why not utilize the knowledge gained from your hundreds/thousands of other Claude code sessions? Don't let that valuable context go to waste!!

This is where smart forking comes into play. Invoke the /fork-detect tool and tell it what you're wanting to do. It will then run your prompt through an embedding model, cross reference the embedding with a vectorized RAG database containing every single one of your previous chat sessions (which auto updates as you continue to have more sessions). 

It will then return a list of the top 5 relevant chat sessions you've had relating to what you're wanting to do, assigning each a relevance score - ordering it from highest to lowest. You then pick which session you prefer to fork from, and it gives you the fork command to copy and paste into a new terminal. 

And boom, there you have it. Seamlessly efficient feature implementation. 

Happy to whip up an implementation plan & share it in a git repo if anyone is interested!","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","288","4548","157","32","7681","653177","true","photo","https://pbs.twimg.com/media/G-6tTiBXsAAatzC.png; https://pbs.twimg.com/media/G-6xCE0WYAAQOfG.png; https://pbs.twimg.com/media/G-6xV9EWMAAUdKQ.png",,,"https://pbs.twimg.com/media/G-6tTiBXsAAatzC.png","2012741829683224584",,,,"2012578218084065746","1223475978",
"original","2012934260265816387","2026-01-18T17:05:00.000Z","joelhooks","joel ⛈️","forcing claude to review all of its fuck ups and create rules/skills to prevent them in the future","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","82","2074","115","12","1784","141167","true","photo","https://pbs.twimg.com/media/G-9hAavXwAE8RmW.jpg",,,"https://pbs.twimg.com/media/G-9hAavXwAE8RmW.jpg","2012934260265816387",,,,,,
"original","2009666254815269313","2026-01-09T16:39:07.000Z","claudeai","Claude","Some delightfully specific things people are building with Claude Code lately.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","466","10432","448","109","4485","1161852","false","none",,,,,"2009666254815269313",,,,,,
"original","2053116311132155938","2026-05-09T14:14:08.000Z","Mnilax","Mnimiy","http://x.com/i/article/2053106718226227203","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","703","6606","83","90","24181","4439760","false","none",,,,,"2053116311132155938",,,,,,
"original","2008574360832082306","2026-01-06T16:20:19.000Z","lucasbastianik","Lucas Bastianik","Me: I need better work-life balance

Also me: setting up a VPS with Claude Code after seeing @levelsio's guide

Now I can code from the gym. And the bathroom.

We're not okay.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","73","1935","154","10","1469","149368","true","photo","https://pbs.twimg.com/media/G9_juW_W0AY8msG.jpg",,,"https://pbs.twimg.com/media/G9_juW_W0AY8msG.jpg","2008574360832082306",,,,,,
"original","2032487597214490969","2026-03-13T16:02:59.000Z","liulicheng10","Licheng Liu","http://x.com/i/article/2032337794388148224","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","76","711","8","3","1267","63653","false","none",,,,,"2032487597214490969",,,,,,
"original","2021517624803573928","2026-02-11T09:32:14.000Z","sharbel","Sharbel","Most people bookmark tweets and never look at them again

So I built an openclaw skill that reads your bookmarks and tells your agent what to actually do with them

It categorizes everything, extracts actions, and proposes work it can start on right now

http://github.com/sharbelxyz/x-bookmarks","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","226","2531","205","27","3758","128374","true","photo","https://pbs.twimg.com/media/HA3ewupXAAA6Sjj.jpg",,,"https://pbs.twimg.com/media/HA3ewupXAAA6Sjj.jpg","2021517624803573928",,,,,,
"original","2007639328663474672","2026-01-04T02:24:50.000Z","dabit3","nader dabit","Claude Code can also control your browser.

It uses your login and session state, so Claude can access anything you're already logged into without API keys or OAuth setup.

Here are 10 workflows that I've been experimenting with:

""open the PR preview, click through every link, report any 404s""

""watch me do this workflow once, then do it 50 more times""

""check my calendar for tomorrow's meetings and draft prep notes in a google doc"" (you can even combine this with notion pages and other docs etc..)

""open this airtable base and update the status column based on this spreadsheet""

triage gmail without touching gmail: ""delete all promo emails from the last 24 hours""

scrape docs from a site → analyze them → generate code from what you learned → commit. one prompt.

""pull pricing and features from these 5 similar products, save to csv, analyze where we're underpriced or overpriced, and draft a slide for monday's meeting with recommendations""

""read through this notion wiki and find everywhere we mention the old API""

""compare staging vs prod and screenshot any differences""

You can debug user issues by having Claude literally reproduce their steps

If claude hits a captcha or login, it pauses, you handle it, tell it to continue, and it picks up where it left off.

It's fun to watch chrome move in real time, no headless mode. It kind of feels like pair programming with a very fast ghost who never gets tired of clicking.

You can run this by upgrading to the latest and running claude --chrome","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","69","955","74","7","1118","78421","false","none",,,,,"2007639328663474672",,,,,,
"original","2013613503563624453","2026-01-20T14:04:05.000Z","omarsar0","elvis","You don't need a crazy setup in Claude Code.

With just the foundational blocks, you can already do impressive things with Claude Code.

Stop overoptimizing around every tiny little feature/setting.

Aim instead for compounding workflows that fit your needs.

Good overview!","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","19","195","20","3","302","36770","true","photo","https://pbs.twimg.com/media/G_HKzvtXMAId4HC.jpg",,,"https://pbs.twimg.com/media/G_HKzvtXMAId4HC.jpg","2013613503563624453",,,,,,
"original","2038980345316413862","2026-03-31T14:02:51.000Z","rasbt","Sebastian Raschka","http://x.com/i/article/2038978163389112321","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","417","2858","76","54","4495","622395","false","none",,,,,"2038980345316413862",,,,,,
"quote","2039194611118190866","2026-04-01T04:14:16.000Z","ClementDelangue","clem 🤗","That’s why I usually say that comparing open models with closed-source APIs or products is like comparing apples and oranges. Or comparing an engine with a full car. Or comparing an ingredient with a Michelin dinner (missing ingredients, prep and chef). 

There’s a lot of scaffolding and tricks that is done behind APIs that make it unfair to compare to a raw open-source model! However that also means that if you put the work to really try to make open-source models work, they can give you much better results than what benchmark suggests (and that’s without even post-training/fine-tuning)","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","59","531","29","8","499","105096","false","none",,,,,"2039194611118190866",,,,"2038980345316413862","865622395",
"original","2032822511709147640","2026-03-14T14:13:49.000Z","omarsar0","elvis","http://x.com/i/article/2032817842739990528","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","50","429","8","2","1022","72238","false","none",,,,,"2032822511709147640",,,,,,
"original","2054359480599794094","2026-05-13T00:34:02.000Z","KUMAN_R","Kuman","とほほさんが Claude Code 入門まで書く時代が到来するとは、、
▼ とほほのClaude Code入門
https://www.tohoho-web.com/ai/claude-code.html","ja","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2537","10302","20","147","5660","663441","true","photo","https://pbs.twimg.com/media/HIKNDnhagAAP7bJ.jpg",,,"https://pbs.twimg.com/media/HIKNDnhagAAP7bJ.jpg","2054359480599794094",,,,,,
"reply","2010208561868259620","2026-01-11T04:34:03.000Z","bcherny","Boris Cherny","@BenjaminDEKR 👋 this happens if your context window fills up really fast. To debug:

1. Run /context to make sure it looks healthy
2. If that doesn’t show anything obvious, run /bug and dm me the bug id","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","510","29","2","244","127638","false","none",,,,,"2010065359446126641","2010065359446126641","1594119001684299781","BenjaminDEKR",,,
"quote","2010350172144796127","2026-01-11T13:56:46.000Z","chongdashu","Chong-U","Claude Code users -- do yourselves a favour an add the remaining context to your status line.

Codex CLI has it.
Gemini CLI has it.
Cursor has it.

No reason you shouldn't have it.

Here's mine
```
npx @chongdashu/cc-statusline@latest init 
```

Or ask Claude to vibe code one for you","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","21","530","29","0","882","88300","true","photo","https://pbs.twimg.com/media/G-YykkWWoAAfvUt.jpg",,,"https://pbs.twimg.com/media/G-YykkWWoAAfvUt.jpg","2010350172144796127",,,,"2010208561868259620","159337660",
"original","2025859987168543183","2026-02-23T09:07:14.000Z","sentient_agency","Sentient","Holy shit... someone just built an App Store for Claude Code.

It's called SkillsMP and there are 200,000+ agent skills that teach your AI exactly how to write PPTX files, review PRs, deploy to cloud, analyze data, and more.

No complex prompting. No building from scratch. No wasted tokens.

100% Opensource.","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","209","1828","94","11","2978","166708","true","photo","https://pbs.twimg.com/media/HB1M7DKaUAA4hr7.jpg",,,"https://pbs.twimg.com/media/HB1M7DKaUAA4hr7.jpg","2025859987168543183",,,,,,
"original","2026332360833466517","2026-02-24T16:24:16.000Z","svpino","Santiago","You can use Claude Code to pull live, structured data from any website.

It's a Claude skill.

This is not about searching the web and returning a wall of text. That sucks.

This skill will return structured data, organized in tables you can work with immediately.

For example:

Ask Claude Code to find every 2-bedroom rental in a specific neighborhood posted in the last 48 hours, extract the price, square footage, and listing URL from multiple sites, and dump everything into a spreadsheet.

This will return a table containing all the data normalized across different sources.

This works using the Nimble skill. It will search the web in real time and return structured output.

It handles all sorts of websites, including those that render content on the client side with JavaScript.

If you build agents that need web data, this skill is a 10/10.","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","157","2346","76","394","5082","349135","true","video","https://pbs.twimg.com/amplify_video_thumb/2026332304956854272/img/rHWO7wqfDKdVIqoC.jpg","https://video.twimg.com/amplify_video/2026332304956854272/vid/avc1/1280x720/T2glqTfG15x1v-6_.mp4?tag=14","32","https://pbs.twimg.com/amplify_video_thumb/2026332304956854272/img/rHWO7wqfDKdVIqoC.jpg","2026332360833466517",,,,,,
"original","2027416057934450816","2026-02-27T16:10:30.000Z","svpino","Santiago","This is how to make your AI 10x more useful:

Give your agent (I use Claude Code) the ability to parse the whole Internet and answer questions from any site in the world.

Once you have this, your ability to access and process information becomes limitless.","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","539","3469","141","30","6926","610850","true","video","https://pbs.twimg.com/amplify_video_thumb/2027415945988513792/img/yQeNJKQ8OJKh7c5Q.jpg","https://video.twimg.com/amplify_video/2027415945988513792/vid/avc1/1280x720/ORZgHjte3TKoUetV.mp4?tag=14","433","https://pbs.twimg.com/amplify_video_thumb/2027415945988513792/img/yQeNJKQ8OJKh7c5Q.jpg","2027416057934450816",,,,,,
"original","2012378465664745795","2026-01-17T04:16:29.000Z","affaan","cogsec","http://x.com/i/article/2012310917812502528","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1220","10587","159","158","29696","4218736","false","none",,,,,"2012378465664745795",,,,,,
"quote","2028039930643902531","2026-03-01T09:29:33.000Z","dunik_7","dunik","a repository that will make your bot 1000x better

affaan-m/everything-claude-code adds to your bot:

/ 13 agents
/ 32 commands
/ at least 2 clearly visible contexts (http://dev.md, http://review.md)
/ 12 hooks
/ 14 mcp-configs
/ 102+ rules
/ 56 skills
/ scripts — exact count couldn’t be reliably confirmed
/ 992 internal tests

this can improve the performance of your bots and agents 1000x.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","126","1551","37","3","3724","313004","true","video","https://pbs.twimg.com/amplify_video_thumb/2028039734313013248/img/2WJabievPFEG0LKc.jpg","https://video.twimg.com/amplify_video/2028039734313013248/vid/avc1/2880x1746/YHgKFj2-H4CJTaN9.mp4?tag=21","50","https://pbs.twimg.com/amplify_video_thumb/2028039734313013248/img/2WJabievPFEG0LKc.jpg","2028039930643902531",,,,"2012378465664745795","1760623791380844544",
"original","2028140767848620243","2026-03-01T16:10:14.000Z","sudoingX","Sudo su","let me save you 3 hours of head scratching.

if you're running local models like Qwen3.5-35B-A3B through Claude Code via llama.cpp's Anthropic endpoint, the chain will break every 3 to 5 minutes. tool call fails. flow stops. you reprompt. it recovers. 2 minutes later it stops again. the model is fine. the harness chokes on local inference latency.

switch to OpenCode. same localhost endpoint. same model. same GPU. the chain doesn't break.

the tradeoff: OpenCode sometimes loops. the model forgets what it already read and repeats the same tool call. but a loop you can interrupt. a broken chain kills your momentum and you start over.

watch both side by side. proprietary agent vs open source agent. same 3B model. different failure modes. pick your poison.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","32","605","51","6","666","72500","true","video","https://pbs.twimg.com/amplify_video_thumb/2028139458806284289/img/sGsfHpjW1T7uoNmr.jpg; https://pbs.twimg.com/amplify_video_thumb/2028139458751823872/img/_7T8B-9ZxNKyLsyY.jpg","https://video.twimg.com/amplify_video/2028139458806284289/vid/avc1/948x534/XlV6F-ZFhnUT6vHI.mp4?tag=21","35","https://pbs.twimg.com/amplify_video_thumb/2028139458806284289/img/sGsfHpjW1T7uoNmr.jpg","2028140767848620243",,,,,,
"original","2028814227004395561","2026-03-03T12:46:19.000Z","systematicls","sysls","http://x.com/i/article/2028694727600623616","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1001","8781","188","255","28011","3776657","false","none",,,,,"2028814227004395561",,,,,,
"quote","2028841178381090941","2026-03-03T14:33:25.000Z","Hesamation","ℏεsam","this is such a well written article on how to squeeze most out of Claude Code or Codex:
> keep your setup barebones, frontier companies absorb what works best
> give agents only the context they need 
> separate research from implementation. decide the approach, then build fresh 
>  use neutral prompts. don’t lead agents toward predetermined answers
> refine agents by using other agents
> iterate rules and skills every once in a while","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","142","2194","23","5","4371","383624","false","none",,,,,"2028841178381090941",,,,"2028814227004395561","1779775861589504000",
"original","2030434516397891732","2026-03-08T00:04:47.000Z","godofprompt","God of Prompt","🚨 BREAKING: An Anthropic hackathon winner just gave away the entire system for free.

@affaan beat 100+ participants at the Anthropic x Forum Ventures hackathon. Built http://zenith.chat in 8 hours using Claude Code. Walked away with $15K in API credits.

Then he packaged 10+ months of daily Claude Code refinement into one repo:

→ 14+ agents, 56+ skills, 33+ commands
→ MCP configs, hooks, rules
→ AgentShield security scanner
→ Continuous learning system
→ Full cross-platform support

35,000+ stars. MIT licensed. One install command.","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","414","4070","54","13","8354","336035","true","photo","https://pbs.twimg.com/media/HC2NbjdWkAAlFgg.jpg",,,"https://pbs.twimg.com/media/HC2NbjdWkAAlFgg.jpg","2030434516397891732",,,,,,
"original","2030479131222192457","2026-03-08T03:02:04.000Z","om_patel5","Om Patel","claude code has a hidden setting that makes it 600x faster and almost nobody knows about it

by default it uses text grep to find functions. 

it doesn't understand your code at all. that's why it takes 30-60 seconds and sometimes returns the wrong file

there's a flag called ENABLE_LSP_TOOL that connects it to language servers. same tech that powers vscode's ctrl+click to jump straight to the definition

after enabling it:

> ""add a stripe webhook to my payments page"" - claude finds your existing payment logic in 50ms instead of grepping through hundreds of files

> ""fix the auth bug on my dashboard"" - traces the actual call hierarchy instead of guessing which file handles auth

> after every edit it auto-catches type errors immediately instead of you finding them 10 prompts later

also saves tokens because claude stops wasting context searching for the wrong files

2 minute setup and it works for 11 languages","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","245","5651","192","38","13319","839714","true","photo","https://pbs.twimg.com/media/HC20PVeXAAA2tAe.jpg",,,"https://pbs.twimg.com/media/HC20PVeXAAA2tAe.jpg","2030479131222192457",,,,,,
"original","2032574688149328103","2026-03-13T21:49:03.000Z","SearchForRyan","Ryan Darani","okay why did nobody tell me about state.md for claude code?

i've been stuck wondering why a project i build on daily was taking 8-10 mins to make changes

turns out claude was reading EVERYTHING (all my code) before it made a change.

i added state.md, architecture.md (alongside my claude.md) and bam, 8,000 tokens to ~1,000 tokens and from 8 mins to ~ 60 seconds.

claude.md wasn't enough in this instance annnnd i'm so happy lol","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","68","2176","60","7","4059","208574","false","none",,,,,"2032574688149328103",,,,,,
"original","2036900468056875332","2026-03-25T20:18:10.000Z","advaitpaliwal","Advait Paliwal","I built Feynman, Claude Code for research.

I gave it a question and it came back 30 minutes later with a cited meta analysis.

It can also replicate experiments on Runpod, audit claims against code, and simulate peer review.

Open source &amp; MIT license, link below","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","435","4925","137","31","6362","336541","true","video","https://pbs.twimg.com/amplify_video_thumb/2036898412638199810/img/KqgUNL7hquLF21HE.jpg","https://video.twimg.com/amplify_video/2036898412638199810/vid/avc1/3442x2160/k9ZOdYIB-oqTp0MR.mp4?tag=21","26","https://pbs.twimg.com/amplify_video_thumb/2036898412638199810/img/KqgUNL7hquLF21HE.jpg","2036900468056875332",,,,,,
"original","2038894956459290963","2026-03-31T08:23:33.000Z","Fried_rice","Chaofan Shou","Claude code source code has been leaked via a map file in their npm registry! 

Code: https://pub-aea8527898604c1bbb12468b1581d95e.r2.dev/src.zip","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","7546","48267","3325","5315","41556","35644128","true","photo","https://pbs.twimg.com/media/HEubw45WQAA3VRl.jpg",,,"https://pbs.twimg.com/media/HEubw45WQAA3VRl.jpg","2038894956459290963",,,,,,
"quote","2038946791320637926","2026-03-31T11:49:31.000Z","LexnLin","Leon Lin","I gathered ALL claude code's system prompts/prompts for agents in a repository:

https://github.com/Leonxlnx/claude-code-system-prompts","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","229","1676","36","9","2651","306526","true","photo","https://pbs.twimg.com/media/HEvLSoIbEAAFD1L.png",,,"https://pbs.twimg.com/media/HEvLSoIbEAAFD1L.png","2038946791320637926",,,,"2038894956459290963","1048192561863507968",
"original","2041040306078912653","2026-04-06T06:28:24.000Z","om_patel5","Om Patel","THIS GUY AUDITED 926 CLAUDE CODE SESSIONS AND FOUND MOST OF THE TOKEN WASTE WAS ON HIS SIDE

everyone is blaming anthropic for the limits, so he decided to actually look at the data

858 sessions, 18,903 turns, and $1,619 estimated spend across 33 days

here's what he found:

1\ one default setting was burning 14,000 tokens per turn

Claude Code loads the full JSON schema for every tool into context at session start. whether you use them or not. 20,000 tokens of tool definitions sitting there on every single turn.

the fix: one line in your settings.json

""ENABLE_TOOL_SEARCH"": ""true""

context dropped from 45K to 20K instantly. across 858 sessions that one setting was wasting an estimated 264 million tokens

2\ cache expiry is the single biggest waste

54% of his turns came after a 5+ minute idle gap. 

every one of those turns re-processed the entire conversation at full price which caused a 10x cost jump

you go grab coffee. come back 5 minutes later. type your next message. everything rebuilds from scratch. the context didn't change. you didn't change. the cache just expired.

12.3 million tokens wasted on idle gaps alone

3\ 42 skills loaded. 19 of them used twice or less across 858 sessions.

every one of those skill schemas sat in context on every turn eating tokens for nothing.

4\ 1,122 redundant file reads where the same file was read 3+ times

one session read the same file 33 times.

he ALSO built a full token auditor dashboard that shows you exactly where your waste is coming from

19 charts, opens in your browser, free AND open source","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","153","1899","99","23","4428","296522","true","video","https://pbs.twimg.com/amplify_video_thumb/2041040187871105024/img/8U29aXc7yl0Sk22m.jpg","https://video.twimg.com/amplify_video/2041040187871105024/vid/avc1/1776x1080/69SDKkCx6rOqnato.mp4?tag=21","20","https://pbs.twimg.com/amplify_video_thumb/2041040187871105024/img/8U29aXc7yl0Sk22m.jpg","2041040306078912653",,,,,,
"original","2043524173016727639","2026-04-13T02:58:24.000Z","om_patel5","Om Patel","CLAUDE CODE MAX BURNS YOUR LIMITS 40% FASTER AND NO ONE TOLD YOU WHY

this guy set up an HTTP proxy to capture full API requests across 4 different Claude Code versions.

here's what he found:

Claude Code v2.1.100 silently adds ~20,000 invisible tokens to every single request. 

they are server-side so you can't see them and they don't show up in /context.

the proof:

> v2.1.98: 49,726 billed tokens
> v2.1.100: 69,922 billed tokens
> same project, same prompt, same account

v2.1.100 actually sends FEWER bytes but gets billed 20K MORE tokens. the inflation is 100% server-side.

and it's not just about billing. those 20K invisible tokens enter the model's actual context window. 

which means:

> your CLAUDE.md instructions get diluted by 20K tokens of hidden content
> quality degrades faster in long sessions
> when Claude ignores your rules you can't tell if it's because of invisible context you can't audit

the fix: downgrade to v2.1.98

npx claude-code@2.1.98","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","160","2085","130","63","1674","263603","true","photo","https://pbs.twimg.com/media/HFwNZXlXEAACNeT.jpg",,,"https://pbs.twimg.com/media/HFwNZXlXEAACNeT.jpg","2043524173016727639",,,,,,
"original","2046527013616603410","2026-04-21T09:50:37.000Z","DataChaz","Charly Wargnier","a Japanese dev literally found the ultimate Claude Code cheat code before the rest of us 💥💥💥

He simply installs 'Find Skills' and asks:

'Are there any good skills for [GOAL]?'

It instantly hands you the perfect match out of 100s 👀

install guide in 🧵↓","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","100","996","39","8","1818","133836","true","video","https://pbs.twimg.com/amplify_video_thumb/2046526963066761216/img/z6CEYFH7fspvMkj-.jpg","https://video.twimg.com/amplify_video/2046526963066761216/vid/avc1/720x742/ZJhAW_jGRpV0s2Ak.mp4?tag=14","27","https://pbs.twimg.com/amplify_video_thumb/2046526963066761216/img/z6CEYFH7fspvMkj-.jpg","2046527013616603410",,,,,,
"original","2049468163113300226","2026-04-29T12:37:42.000Z","aresotik","ares. 🎧","Ahora Claude Code puede leer documentaciones completas sin gastar un solo token.

Solo necesitas conectarlo a NotebookLM de Google vía MCP.

Aquí el tutorial de cómo hacerlo. ⬇️","es","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","709","5297","51","26","8772","463748","true","video","https://pbs.twimg.com/amplify_video_thumb/2044468375456559104/img/yq1NvnPPOrhqZuRS.jpg","https://video.twimg.com/amplify_video/2044468375456559104/vid/avc1/1280x720/D3xoT4ZaUBr5ej0V.mp4?tag=21","467","https://pbs.twimg.com/amplify_video_thumb/2044468375456559104/img/yq1NvnPPOrhqZuRS.jpg","2049468163113300226",,,,,,
"original","2052417046789714123","2026-05-07T15:55:30.000Z","dr_cintas","Alvaro Cintas","How to set up Claude Code so it runs like a full dev team:

5 folders. That's the entire system.

1. CLAUDE.md → Memory. 

Your repo's constitution. Naming rules, structure, expectations. One global file for all projects, one local file per repo.

2. skills/ → Knowledge. 

Reusable workflows Claude auto-invokes by matching the task description. No slash commands. It just knows.

3. hooks/ → Guardrails. 

Shell scripts that run before and after every tool call. Block dangerous commands. Auto-lint on save. Ping Slack on deploy. Deterministic. Not AI.

4. subagents/ → Delegation. 

Isolated agents with their own context window. A code reviewer that only sees the diff. A test runner with custom permissions. Keeps your main session clean.

5.plugins/ → Distribution. 

Bundle the whole system into one install. Every teammate gets the same skills, same hooks, same agents. Aligned from day one.

This is the Agent Development Kit. Five layers, one stack.

To learn how and get the full Claude guide:

1. Go to http://simplifyingai.co
2. Subscribe free by just writing your email.
3. Open my welcome email and get the free resources.

Repost ♻️ to help someone in your network.","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","483","2753","46","22","4289","245711","true","photo","https://pbs.twimg.com/media/HHumasrboAA6xBO.jpg",,,"https://pbs.twimg.com/media/HHumasrboAA6xBO.jpg","2052417046789714123",,,,,,
"quote","2052717242186690974","2026-05-08T11:48:22.000Z","cgtwts","CG","Anthropic’s Claude Code team just showed how to automate your engineering workflow in under 30 minutes.

straight from the people who built it and it’s completely free.","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","143","1180","38","4","3363","298356","true","video","https://pbs.twimg.com/amplify_video_thumb/2052716360321658880/img/QQ65-9Hz9NPnOBAm.jpg","https://video.twimg.com/amplify_video/2052716360321658880/vid/avc1/1920x1080/j6w6VQglp8ZBt-8T.mp4?tag=27","1250","https://pbs.twimg.com/amplify_video_thumb/2052716360321658880/img/QQ65-9Hz9NPnOBAm.jpg","2052717242186690974",,,,"2052684086414852546",,
"original","2052809885763747935","2026-05-08T17:56:30.000Z","trq212","Thariq","http://x.com/i/article/2052796100608974848","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2250","17390","1085","1894","34029","14074707","false","none",,,,,"2052809885763747935",,,,,,
"quote","2052811606032269638","2026-05-08T18:03:20.000Z","trq212","Thariq","HTML is the new markdown. 

I've stopped writing markdown files for almost everything and switched to using Claude Code to generate HTML for me. This is why.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1043","12111","899","753","15405","4401105","false","none",,,,,"2052811606032269638",,,,"2052809885763747935","352806502",
"original","2053042131111927976","2026-05-09T09:19:22.000Z","zodchiii","darkzodchi","http://x.com/i/article/2053028490916593669","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","16","186","8","2","590","94059","false","none",,,,,"2053042131111927976",,,,,,
